name,country,min_price_country,product_url,collection,reference,price_USD,min_price,price_diff
Luminor Due TuttoOro,USA,USA,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01442-luminor-due-tuttooro.html,Luminor Due,PAM01442,41200.0,41200.0,0.0
Radiomir Quaranta,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01570-radiomir-quaranta.html,Radiomir,PAM01570,6335.46,6000.0,335.46000000000004
Radiomir Quaranta,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01571-radiomir-quaranta.html,Radiomir,PAM01571,6335.46,6000.0,335.46000000000004
Radiomir Quaranta,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01572-radiomir-quaranta.html,Radiomir,PAM01572,6335.46,6000.0,335.46000000000004
Radiomir Quaranta,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01573-radiomir-quaranta.html,Radiomir,PAM01573,6335.46,6000.0,335.46000000000004
Radiomir Officine,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01385-radiomir-officine.html,Radiomir,PAM01385,5712.3,5400.0,312.3000000000002
Radiomir Officine,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01384-radiomir-officine.html,Radiomir,PAM01384,5712.3,5400.0,312.3000000000002
Radiomir Officine,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01383-radiomir-officine.html,Radiomir,PAM01383,5193.0,4900.0,293.0
Radiomir Officine,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01382-radiomir-officine.html,Radiomir,PAM01382,5193.0,4900.0,293.0
Radiomir Tre Giorni,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01334-radiomir-tre-giorni.html,Radiomir,PAM01334,7477.92,7085.947,391.97299999999996
Radiomir Tre Giorni,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01335-radiomir-tre-giorni.html,Radiomir,PAM01335,7477.92,7085.947,391.97299999999996
Radiomir Tre Giorni,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,Radiomir,PAM01350,7477.92,7085.947,391.97299999999996
Radiomir Otto Giorni,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,Radiomir,PAM01347,10282.14,9700.0,582.1399999999994
Radiomir Otto Giorni,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,Radiomir,PAM01348,10282.14,9700.0,582.1399999999994
Radiomir California,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01349-radiomir-california.html,Radiomir,PAM01349,12982.5,12300.0,682.5
Radiomir 8 Giorni Eilean,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,Radiomir,PAM01643,50891.4,42300.0,8591.400000000001
Radiomir Tourbillon GMT Bronzo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,Radiomir,PAM01284,176562.0,146700.0,29862.0
Radiomir Bronzo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,Radiomir,PAM00760,19733.4,18600.0,1133.4000000000015
Radiomir Quaranta Goldtech™,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,Radiomir,PAM01026,19214.1,18189.699,1024.400999999998
Radiomir Quaranta en or jaune,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,Radiomir,PAM01437,19214.1,18189.699,1024.400999999998
Radiomir Annual Calendar Goldtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,Radiomir,PAM01363,41544.0,34500.0,7044.0
Radiomir Annual Calendar Platinumtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,Radiomir,PAM01364,61277.4,50900.0,10377.400000000001
Radiomir Perpetual Calendar GMT Goldtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,Radiomir,PAM01453,51930.0,43200.0,8730.0
Luminor Base Logo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,Luminor,PAM01623,5920.02,5600.0,320.02000000000044
Luminor Base Logo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,Luminor,PAM01087,5920.02,5600.0,320.02000000000044
Luminor Base Logo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,Luminor,PAM01086,5920.02,5600.0,320.02000000000044
Luminor Logo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01084-luminor-logo.html,Luminor,PAM01084,6439.32,6100.0,339.3199999999997
Luminor Logo ,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01085-luminor-logo.html,Luminor,PAM01085,6439.32,6100.0,339.3199999999997
Luminor Logo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01624-luminor-logo.html,Luminor,PAM01624,6439.32,6100.0,339.3199999999997
Luminor Tre Giorni,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,Luminor,PAM01628,11113.02,10500.0,613.0200000000004
Luminor 8 Giorni,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,Luminor,PAM00914,7477.92,7085.947,391.97299999999996
Luminor 8 Giorni,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,Luminor,PAM00915,7997.219999999999,7597.304,399.91599999999926
Luminor Destro Otto Giorni,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,Luminor,PAM01655,8516.52,8100.0,416.52000000000044
Luminor Marina,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00422-luminor-marina.html,Luminor,PAM00422,11943.9,11300.0,643.8999999999996
Luminor Quaranta,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,Luminor,PAM01371,8204.94,7800.0,404.9400000000005
Luminor Quaranta,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,Luminor,PAM01370,8204.94,7800.0,404.9400000000005
Luminor Quaranta,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,Luminor,PAM01372,8204.94,7800.0,404.9400000000005
Luminor Quaranta Steel DLC Luna Rossa,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,Luminor,PAM01408,9762.84,9277.477,485.3629999999994
Luminor Quaranta Carbotech™,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,Luminor,PAM01526,14021.1,13295.282,725.8180000000011
Luminor Marina,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01314-luminor-marina.html,Luminor,PAM01314,9243.54,8766.12,477.4200000000001
Luminor Marina,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01313-luminor-marina.html,Luminor,PAM01313,9243.54,8766.12,477.4200000000001
Luminor Marina,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01312-luminor-marina.html,Luminor,PAM01312,9243.54,8766.12,477.4200000000001
Luminor Marina  Blu Profondo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,Luminor,PAM01157,9970.56,9400.0,570.5599999999995
Luminor Marina Verde Smeraldo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,Luminor,PAM01356,9970.56,9400.0,570.5599999999995
Luminor Marina Grigio Roccia,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,Luminor,PAM01358,9970.56,9400.0,570.5599999999995
Luminor Marina,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01564-luminor-marina.html,Luminor,PAM01564,10074.42,9500.0,574.4200000000001
Luminor Marina,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01316-luminor-marina.html,Luminor,PAM01316,10074.42,9500.0,574.4200000000001
Luminor Marina,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01562-luminor-marina.html,Luminor,PAM01562,10074.42,9500.0,574.4200000000001
Luminor Marina Navy SEALs,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,Luminor,PAM01412,10386.0,9800.0,586.0
Luminor Marina Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,Luminor,PAM02661,15682.86,14800.0,882.8600000000006
Luminor Marina TuttoGrigio,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,Luminor,PAM02662,17240.76,16300.0,940.7599999999984
Luminor Marina Goldtech™ ,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,Luminor,PAM01112,28353.78,26800.0,1553.7799999999988
Luminor Quaranta BiTempo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,Luminor,PAM01365,9658.98,9200.0,458.97999999999956
Luminor Quaranta BiTempo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,Luminor,PAM01367,9658.98,9200.0,458.97999999999956
Luminor Quaranta BiTempo Luna Rossa,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,Luminor,PAM01404,10178.28,9600.0,578.2800000000007
Luminor Quaranta BiTempo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,Luminor,PAM01640,10386.0,9800.0,586.0
Luminor Quaranta BiTempo Goldtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,Luminor,PAM01641,26899.74,25400.0,1499.7400000000016
Luminor BiTempo Power Reserve,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,Luminor,PAM01360,11216.88,10600.0,616.8799999999992
Luminor BiTempo Power Reserve,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,Luminor,PAM01361,11216.88,10600.0,616.8799999999992
Luminor GMT,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01441-luminor-gmt.html,Luminor,PAM01441,15786.72,14900.0,886.7199999999993
Luminor GMT Power Reserve Ceramica,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,Luminor,PAM01674,20252.7,19100.0,1152.7000000000007
Luminor Chrono,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01218-luminor-chrono.html,Luminor,PAM01218,10593.72,10000.0,593.7199999999993
Luminor Chrono,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01109-luminor-chrono.html,Luminor,PAM01109,10593.72,10000.0,593.7199999999993
Luminor Chrono,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01110-luminor-chrono.html,Luminor,PAM01110,11424.6,10800.0,624.6000000000004
Luminor Chrono,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01548-luminor-chrono.html,Luminor,PAM01548,11424.6,10800.0,624.6000000000004
Luminor Chrono Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,Luminor,PAM01219,17552.34,16600.0,952.3400000000001
Luminor Chrono Goldtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,Luminor,PAM01111,31158.0,29400.0,1758.0
Luminor Chrono Navy SEALs,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,Luminor,PAM01409,11632.32,11000.0,632.3199999999997
Luminor Chrono Carbotech™ Navy SEALs,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,Luminor,PAM01419,18902.52,17897.495,1005.0250000000015
Luminor Dieci Giorni GMT,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,Luminor,PAM01482,16098.3,15200.0,898.2999999999993
Luminor Dieci Giorni GMT Ceramica,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01483-luminor-dieci-giorni-gmt-ceramica.html,Luminor,PAM01483,20668.14,19500.0,1168.1399999999994
Luminor Perpetual Calendar GMT Goldtech™ ,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-gmt-goldtech.html,Luminor,PAM00742,54007.2,45100.0,8907.199999999997
Luminor Perpetual Calendar GMT Platinumtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-gmt-platinumtech.html,Luminor,PAM00715,74779.2,62400.0,12379.199999999997
Luminor Perpetual Calendar Goldtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01688-luminor-perpetual-calendar-goldtech.html,Luminor,PAM01688,55045.8,45900.0,9145.800000000003
Luminor Equation of Time GMT Titanio,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00670-luminor-equation-of-time-gmt-titanio.html,Luminor,PAM00670,25445.7,24000.0,1445.7000000000007
Luminor Tourbillon GMT,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01060-luminor-tourbillon-gmt.html,Luminor,PAM01060,196295.4,163700.0,32595.399999999994
Submersible Luna Rossa,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01565-submersible-luna-rossa.html,Submersible,PAM01565,11943.9,11300.0,643.8999999999996
Submersible Luna Rossa,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01579-submersible-luna-rossa.html,Submersible,PAM01579,11632.32,11000.0,632.3199999999997
Submersible GMT Luna Rossa Titanio,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01507-submersible-gmt-luna-rossa-titanio.html,Submersible,PAM01507,12982.5,12300.0,682.5
Submersible Luna Rossa Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01563-submersible-luna-rossa-carbotech.html,Submersible,PAM01563,19110.24,18100.0,1010.2400000000016
Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01543-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,Submersible,PAM01543,17552.34,16600.0,952.3400000000001
Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01466-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,Submersible,PAM01466,17552.34,16600.0,952.3400000000001
Submersible Tourbillon GMT Luna Rossa Experience Edition,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01405-submersible-tourbillon-gmt-luna-rossa-experience-editio.html,Submersible,PAM01405,202527.0,168200.0,34327.0
Submersible QuarantaQuattro GMT Navy SEALs Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01513-submersible-quarantaquattro-gmt-navy-seals-carbotech.html,Submersible,PAM01513,20875.86,19700.0,1175.8600000000006
Submersible,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01590-submersible.html,Submersible,PAM01590,10074.42,9500.0,574.4200000000001
Submersible,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02973-submersible.html,Submersible,PAM02973,10074.42,9500.0,574.4200000000001
Submersible,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02683-submersible.html,Submersible,PAM02683,11113.02,10500.0,613.0200000000004
Submersible,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02068-submersible.html,Submersible,PAM02068,12359.34,11700.0,659.3400000000001
Submersible QuarantaQuattro,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01595-submersible-quarantaquattro.html,Submersible,PAM01595,10489.86,9900.0,589.8600000000006
Submersible QuarantaQuattro,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01596-submersible-quarantaquattro.html,Submersible,PAM01596,10489.86,9900.0,589.8600000000006
Submersible QuarantaQuattro Navy SEALs,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01518-submersible-quarantaquattro-navy-seals.html,Submersible,PAM01518,10801.44,10200.0,601.4400000000005
Submersible GMT Navy SEALs,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01323-submersible-gmt-navy-seals.html,Submersible,PAM01323,11736.18,11100.0,636.1800000000003
Submersible QuarantaQuattro Mike Horn   ,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01676-submersible-quarantaquattro-mike-horn.html,Submersible,PAM01676,12567.06,11900.0,667.0599999999995
Submersible QuarantaQuattro Luna Rossa,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01681-submersible-quarantaquattro-luna-rossa.html,Submersible,PAM01681,12774.78,12100.0,674.7800000000007
Submersible QuarantaQuattro Grigio Roccia,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01288-submersible-quarantaquattro-grigio-roccia.html,Submersible,PAM01288,12255.48,11600.0,655.4799999999996
Submersible QuarantaQuattro Blu Profondo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01289-submersible-quarantaquattro-blu-profondo.html,Submersible,PAM01289,12255.48,11600.0,655.4799999999996
Submersible QuarantaQuattro Verde Smeraldo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01287-submersible-quarantaquattro-verde-smeraldo.html,Submersible,PAM01287,12255.48,11600.0,655.4799999999996
Submersible Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02231-submersible-carbotech.html,Submersible,PAM02231,18590.94,17600.0,990.9399999999987
Submersible Bronzo ,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01074-submersible-bronzo.html,Submersible,PAM01074,18694.8,17700.0,994.7999999999993
Submersible QuarantaQuattro Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01232-submersible-quarantaquattro-carbotech.html,Submersible,PAM01232,19629.54,18600.0,1029.5400000000009
Submersible S Brabus Blue Shadow Edition,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01241-submersible-s-brabus-blue-shadow-edition.html,Submersible,PAM01241,54007.2,44900.0,9107.199999999997
Submersible S Brabus,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01403-submersible-s-brabus.html,Submersible,PAM01403,54007.2,44900.0,9107.199999999997
Submersible S Brabus Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01283-submersible-s-brabus-carbotech.html,Submersible,PAM01283,54007.2,44900.0,9107.199999999997
Submersible Titanio,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02305-submersible-titanio.html,Submersible,PAM02305,11320.74,10700.0,620.7399999999998
Submersible BMG-TECH™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02692-submersible-bmg-tech.html,Submersible,PAM02692,15682.86,14800.0,882.8600000000006
Submersible Navy SEALs Titanio,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01669-submersible-navy-seals-titanio.html,Submersible,PAM01669,14436.54,13660.537,776.0030000000006
Submersible Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02616-submersible-carbotech.html,Submersible,PAM02616,20044.98,18900.0,1144.9799999999996
Submersible Marina Militare Carbotech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02979-submersible-marina-militare-carbotech.html,Submersible,PAM02979,21395.16,20200.0,1195.1599999999999
Submersible Bronzo,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam00968-submersible-bronzo.html,Submersible,PAM00968,19733.4,18600.0,1133.4000000000015
Submersible GMT Titanio Mike Horn Experience Edition,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01670-submersible-gmt-titanio-mike-horn-experience-edition.html,Submersible,PAM01670,98667.0,82000.0,16667.0
Submersible Elux LAB-ID,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01800-submersible-elux-lab-id.html,Submersible,PAM01800,112168.8,93200.0,18968.800000000003
Submersible Forze Speciali,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02239-submersible-forze-speciali.html,Submersible,PAM02239,32196.6,30400.0,1796.5999999999985
Submersible Chrono Navy SEALs,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01521-submersible-chrono-navy-seals-titanio.html,Submersible,PAM01521,36351.0,34200.0,2151.0
Submersible Goldtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02164-submersible-goldtech.html,Submersible,PAM02164,31677.3,29900.0,1777.2999999999993
Luminor Due Luna Rossa,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01378-luminor-due-luna-rossa.html,Luminor Due,PAM01378,7789.5,7378.151,411.34900000000016
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01248-luminor-due.html,Luminor Due,PAM01248,7270.2,6900.0,370.1999999999998
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01273-luminor-due.html,Luminor Due,PAM01273,7270.2,6900.0,370.1999999999998
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01552-luminor-due.html,Luminor Due,PAM01552,7270.2,6900.0,370.1999999999998
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01425-luminor-due-prada-re-nylon.html,Luminor Due,PAM01425,7270.2,6900.0,370.1999999999998
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01426-luminor-due-prada-re-nylon.html,Luminor Due,PAM01426,7270.2,6900.0,370.1999999999998
Luminor Due,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01123-luminor-due.html,Luminor Due,PAM01123,8101.08,7670.355,430.72500000000036
Luminor Due,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01508-luminor-due.html,Luminor Due,PAM01508,8308.8,7889.508,419.29199999999946
Luminor Due Pastello,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01311-luminor-due-pastello.html,Luminor Due,PAM01311,8308.8,7889.508,419.29199999999946
Luminor Due Pastello,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01309-luminor-due-pastello.html,Luminor Due,PAM01309,8308.8,7889.508,419.29199999999946
Luminor Due Pastello,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01319-luminor-due-pastello.html,Luminor Due,PAM01319,8308.8,7889.508,419.29199999999946
Luminor Due Luna,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01557-luminor-due-luna.html,Luminor Due,PAM01557,10178.28,9600.0,578.2800000000007
Luminor Due Luna,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01179-luminor-due-luna.html,Luminor Due,PAM01179,10178.28,9600.0,578.2800000000007
Luminor Due Luna,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01301-luminor-due-luna.html,Luminor Due,PAM01301,11009.16,10400.0,609.1599999999999
Luminor Due Luna Rossa,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01381-luminor-due-luna-rossa.html,Luminor Due,PAM01381,8204.94,7800.0,404.9400000000005
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01388-luminor-due.html,Luminor Due,PAM01388,7685.639999999999,7300.0,385.6399999999994
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01250-luminor-due.html,Luminor Due,PAM01250,7685.639999999999,7300.0,385.6399999999994
Luminor Due Prada Re-Nylon,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01428-luminor-due-prada-re-nylon.html,Luminor Due,PAM01428,7685.639999999999,7300.0,385.6399999999994
Luminor Due Prada Re-Nylon,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01429-luminor-due-prada-re-nylon.html,Luminor Due,PAM01429,7685.639999999999,7300.0,385.6399999999994
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01424-luminor-due.html,Luminor Due,PAM01424,7685.639999999999,7300.0,385.6399999999994
Luminor Due,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01124-luminor-due.html,Luminor Due,PAM01124,8516.52,8100.0,416.52000000000044
Luminor Due,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01387-luminor-due.html,Luminor Due,PAM01387,8724.24,8254.763,469.47699999999895
Luminor Due,France,Japan,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01539-luminor-due.html,Luminor Due,PAM01539,8724.24,8254.763,469.47699999999895
Luminor Due Goldtech™ Madreperla,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01280-luminor-due-goldtech-madreperla.html,Luminor Due,PAM01280,19629.54,18600.0,1029.5400000000009
Luminor Due TuttoOro,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01326-luminor-due-tuttooro.html,Luminor Due,PAM01326,39466.8,37200.0,2266.800000000003
Luminor Due TuttoOro,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01182-luminor-due-tuttooro.html,Luminor Due,PAM01182,39466.8,37200.0,2266.800000000003
Luminor Due Luna Goldtech™ Madreperla ,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01181-luminor-due-luna-goldtech-madreperla.html,Luminor Due,PAM01181,22745.34,21500.0,1245.3400000000001
Luminor Due Luna TuttoOro,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01504-luminor-due-luna-tuttooro.html,Luminor Due,PAM01504,42582.6,40200.0,2382.5999999999985
Luminor Due en or jaune,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01423-luminor-due-yellow-gold.html,Luminor Due,PAM01423,22745.34,21500.0,1245.3400000000001
